title,date,time,performers,image_url
INSTANT CLASSIC,Unknown,10:30 PM,"10:30 PM, from $10.00, Buy Tickets",/uploads/files/event-images/Instant%20Classic%20Poster%20New.jpg
Alistair Ogden,Unknown,07:00 PM,"07:00 PM, from $30.75, Buy Tickets",/uploads/files/event-images/Ramy%20Arida%20Headshot%202024%20(1).jpg
Gavin Matts,Unknown,07:00 PM,"07:00 PM, from $37.75, Buy Tickets",/uploads/files/event-images/post%20facebook_1080x1080%20(5).png
Theatresports Presents: Globehead 2025,Unknown,07:00 PM,"07:00 PM, from $15.00, Buy Tickets",/uploads/files/event-images/79843184.png
Experiment! Experiment!,Unknown,10:00 PM,"10:00 PM, from $20.00, Buy Tickets",/uploads/files/event-images/Experiment%20poster%20for%20site%20.png
IMPROV DROP-IN,Unknown,07:30 PM,"07:30 PM, from $0.00, Buy Tickets",/uploads/files/event-images/Copy%20of%20CB_LOGO_UNDERLINE_TORONTO_CANADA.png
Todd Barry,Unknown,07:00 PM,"07:00 PM, from $44.25, Buy Tickets",/uploads/files/event-images/post%20facebook_1080x1080%20(4).png
Mundial De Comedia – Roast Latino,Unknown,07:00 PM,"07:00 PM, from $25.00, Buy Tickets",/uploads/files/event-images/aug10roastlatino.png
Singles Comedy Night,Unknown,07:00 PM,"07:00 PM, from $20.00, Buy Tickets",/uploads/files/event-images/Comedy%20singles%202025%20KP%20square%20c%20(1).jpg
No Name Comedy,Unknown,09:30 PM,"09:30 PM, from $8.00, Buy Tickets",/uploads/files/event-images/1000009223.jpg
Katie Boyle,Unknown,07:30 PM,"07:30 PM, from $30.75, Buy Tickets","/uploads/files/event-images/USE%20THIS%20-%20Katie%20Boyle,%203.2025%20-%20Headshot%20(Sam%20Cashell)%20Large.png"
ABBAS WAHAB,Unknown,09:00 PM,"09:00 PM, from $35.75, Buy Tickets",/uploads/files/event-images/abbas.jpg
All of Us Are Asian,Unknown,08:00 PM,"08:00 PM, from $20.00, Buy Tickets",/uploads/files/event-images/Copy%20of%20rock%20(8).png
Nick Burden,Unknown,08:30 PM,"08:30 PM, from $24.00, Buy Tickets",/uploads/files/event-images/nick%20burden.jpg
Sandra Battaglini Live at Revival 1863,Unknown,08:00 PM,"08:00 PM, from $25.00, Buy Tickets",/uploads/files/event-images/Copy%20of%20CB_LOGO_UNDERLINE_TORONTO_CANADA.png
DK Phan and Ronald Hae Live Comedy Album Taping,Unknown,07:00 PM,"07:00 PM, from $20.00, Buy Tickets",/uploads/files/event-images/DK%20AND%20RONALD%20COMEDY%20ALBUM%20TAPING.png
It Gets Bitter,Unknown,09:00 PM,"09:00 PM, from $23.00, Buy Tickets",/uploads/files/event-images/8765432.jpg
The Merry Janes of Comedy Stand Up,Unknown,10:00 PM,"10:00 PM, from $20.00, Buy Tickets",/uploads/files/event-images/merry%20janesAug2025_.jpg
Impulse Comedy,Unknown,08:00 PM,"08:00 PM, from $15.00, Buy Tickets",/uploads/files/event-images/Copy%20of%20CB_LOGO_UNDERLINE_TORONTO_CANADA.png
Late Night F*ckery,Unknown,11:00 PM,"11:00 PM, from $23.00, Buy Tickets",/uploads/files/event-images/LateNightFuckeryFinalStars.png
Standout Comedy,Unknown,10:00 PM,"10:00 PM, from $23.00, Buy Tickets",/uploads/files/event-images/Copy%20of%20CB_LOGO_UNDERLINE_TORONTO_CANADA.png
Advanced Improv Drop-In,Unknown,08:00 PM,"08:00 PM, from $25.00, Buy Tickets",/uploads/files/event-images/ADVANCEDIMPROVdropin-Glow.png
STAND-UP DROP-IN,Unknown,06:00 PM,"06:00 PM, from $25.00, Buy Tickets",/uploads/files/event-images/STANDUPdropin-Glow.png
Core Sketch Writing - Wednesday,Unknown,05:30 PM,"05:30 PM, from $375.00, Buy Tickets",/uploads/files/event-images/sketchwriting-COREclasses-Glow.png
Core Musical Improv - Saturday,Unknown,12:30 PM,"12:30 PM, from $325.00, Buy Tickets",/uploads/files/event-images/musicalimprov-COREclasses-Glow.png
Advanced Improv 2 - Wednesday,Unknown,06:00 PM,"06:00 PM, from $325.00, Buy Tickets",/uploads/files/event-images/improv2-ADVclasses-Glow.png
Advanced Storytelling - Tuesday,Unknown,06:00 PM,"06:00 PM, from $325.00, Buy Tickets",/uploads/files/event-images/storytelling-Homepage-Glow.png
Advanced Musical Improv - Saturday,Unknown,03:30 PM,"03:30 PM, from $325.00, Buy Tickets",/uploads/files/event-images/musicalimprov-ADVclasses-Glow.png
Summer Comedy Camp,Unknown,Unknown,"09:00 AM, from $380.00, Buy Tickets",/uploads/files/CBPCS__HEADER_SUMMER-CAMPS%20(1).png
Core Improv 1 - Monday,Unknown,06:00 PM,"06:00 PM, from $325.00, Buy Tickets",/uploads/files/event-images/improv1-COREclasses-Glow.png
Core Stand-Up - Monday,Unknown,05:30 PM,"05:30 PM, from $325.00, Buy Tickets",/uploads/files/event-images/standup-COREclasses-Glow.png
Accents & Dialects for Comedy,Unknown,Unknown,"11:00 AM, from $100.00, Buy Tickets",/uploads/files/event-images/accentsanddialectsforcomedy.png
Advanced Improv 1 Intensive,Unknown,08:00 PM,"08:00 PM, from $325.00, Buy Tickets",/uploads/files/event-images/improv1intensive-ADVclasses-Glow.png
Advanced Stand-Up - Tuesday,Unknown,06:00 PM,"06:00 PM, from $325.00, Buy Tickets",/uploads/standup-ADVclasses-Glow.png
Core Sketch Writing - Sunday,Unknown,02:00 PM,"02:00 PM, from $325.00, Buy Tickets",/uploads/files/event-images/sketchwriting-COREclasses-Glow.png
IMPROV Drop-In,Unknown,07:30 PM,"07:30 PM, from $25.00, Buy Tickets",/uploads/files/event-images/IMPROVdropin-Glow.png
Date Night Drop-In,Unknown,06:00 PM,"06:00 PM, from $50.00, Buy Tickets",/uploads/files/event-images/DATENIGHTdropin-Glow.png
Core Stand-Up - Tuesday,Unknown,06:00 PM,"06:00 PM, from $325.00, Buy Tickets",/uploads/files/event-images/standup-COREclasses-Glow.png
Advanced Stand-Up - Saturday,Unknown,12:30 PM,"12:30 PM, from $325.00, Buy Tickets",/uploads/files/event-images/standup-ADVclasses-Glow.png
Core Improv 3 - Thursday,Unknown,06:00 PM,"06:00 PM, from $325.00, Buy Tickets",/uploads/files/event-images/improv3-COREclasses-Glow.png
Improvise Like a Writer,Unknown,Unknown,"11:00 AM, from $100.00, Buy Tickets",/uploads/files/event-images/improviselikeawriterworkshop.png
Core Storytelling - Saturday,Unknown,12:30 PM,"12:30 PM, from $325.00, Buy Tickets",/uploads/files/event-images/storytelling-COREclasses-Glow.png
Advanced Improv 1 - Wednesday,Unknown,06:00 PM,"06:00 PM, from $325.00, Buy Tickets",/uploads/files/event-images/improv1-ADVclasses-Glow.png
Core Stand-Up - Saturday - Bloor,Unknown,12:30 PM,"12:30 PM, from $325.00, Buy Tickets",/uploads/files/event-images/standup-COREclasses-Glow.png
Core Stand-Up - Sunday,Unknown,12:30 PM,"12:30 PM, from $325.00, Buy Tickets",/uploads/files/event-images/standup-COREclasses-Glow.png
Pitch Perfect: Crafting a Compelling Pitch,Unknown,Unknown,"11:00 AM, from $200.00, Buy Tickets",/uploads/files/event-images/pitchperfectcrafting.png
Solo Sketch - Tuesday,Unknown,06:00 PM,"06:00 PM, from $325.00, Buy Tickets",/uploads/files/event-images/solosketch-ADVclasses-Glow.png
Core Acting for Improvisers - Monday,Unknown,03:30 PM,"03:30 PM, from $325.00, Buy Tickets",/uploads/files/event-images/actingforimprovisers-COREclasses-Glow.png
Core Improv 1 - Thursday,Unknown,06:00 PM,"06:00 PM, from $325.00, Buy Tickets",/uploads/files/event-images/improv1-COREclasses-Glow.png
ADV Stand-Up Bloor - MONDAYS,Unknown,05:30 PM,"05:30 PM, from $325.00, Buy Tickets",/uploads/files/event-images/standup-ADVclasses-Glow.png
Improv Auditions,Unknown,02:00 PM,"02:00 PM, from $100.00, Buy Tickets",/uploads/files/event-images/improvauditionsworkshop.png
Summer Comedy Camp - Age: 7 - 11,Unknown,Unknown,"09:00 AM, from $380.00, Buy Tickets",/uploads/files/CBPCS__HEADER_SUMMER-CAMPS%20(1).png
How to Write Spec & Freelance Scripts for Animation,Unknown,Unknown,"11:00 AM, from $100.00, Buy Tickets",/uploads/files/event-images/Copy%20of%20CB_LOGO_UNDERLINE_TORONTO_CANADA.png
Core Stand-Up - Monday,Unknown,06:00 PM,"06:00 PM, from $325.00, Buy Tickets",/uploads/files/event-images/standup-COREclasses-Glow.png
Core Public Speaking - Sunday,Unknown,02:00 PM,"02:00 PM, from $325.00, Buy Tickets",/uploads/files/event-images/publicspeaking-COREclasses-Glow.png
GENRE PROV,Unknown,06:00 PM,"06:00 PM, from $325.00, Buy Tickets",/uploads/files/event-images/GENRE-Glow.png
Core Improv 2 - Thursday,Unknown,06:00 PM,"06:00 PM, from $325.00, Buy Tickets",/uploads/files/event-images/improv2-COREclasses-Glow.png
Core Stand-Up - Saturday - Danforth,Unknown,12:30 PM,"12:30 PM, from $325.00, Buy Tickets",/uploads/files/event-images/standup-COREclasses-Glow.png
JOHNSTONE Narrative & Charm,Unknown,05:00 PM,"05:00 PM, from $275.00, Buy Tickets",/uploads/files/event-images/JOHNSTONE-Glow.png
Advanced Improv 2 Intensive,Unknown,08:00 PM,"08:00 PM, from $275.00, Buy Tickets",/uploads/files/event-images/improv2intensive-ADVclasses-Glow.png
Advanced Improv Drop-In,Unknown,08:00 PM,"08:00 PM, from $25.00, Buy Tickets",/uploads/files/event-images/ADVANCEDIMPROVdropin-Glow.png
STAND-UP DROP-IN,Unknown,06:00 PM,"06:00 PM, from $25.00, Buy Tickets",/uploads/files/event-images/STANDUPdropin-Glow.png
Core Sketch Writing - Wednesday,Unknown,05:30 PM,"05:30 PM, from $375.00, Buy Tickets",/uploads/files/event-images/sketchwriting-COREclasses-Glow.png
Core Musical Improv - Saturday,Unknown,12:30 PM,"12:30 PM, from $325.00, Buy Tickets",/uploads/files/event-images/musicalimprov-COREclasses-Glow.png
Advanced Improv 2 - Wednesday,Unknown,06:00 PM,"06:00 PM, from $325.00, Buy Tickets",/uploads/files/event-images/improv2-ADVclasses-Glow.png
Advanced Storytelling - Tuesday,Unknown,06:00 PM,"06:00 PM, from $325.00, Buy Tickets",/uploads/files/event-images/storytelling-Homepage-Glow.png
Advanced Musical Improv - Saturday,Unknown,03:30 PM,"03:30 PM, from $325.00, Buy Tickets",/uploads/files/event-images/musicalimprov-ADVclasses-Glow.png
Summer Comedy Camp,Unknown,Unknown,"09:00 AM, from $380.00, Buy Tickets",/uploads/files/CBPCS__HEADER_SUMMER-CAMPS%20(1).png
Core Improv 1 - Monday,Unknown,06:00 PM,"06:00 PM, from $325.00, Buy Tickets",/uploads/files/event-images/improv1-COREclasses-Glow.png
Core Stand-Up - Monday,Unknown,05:30 PM,"05:30 PM, from $325.00, Buy Tickets",/uploads/files/event-images/standup-COREclasses-Glow.png
Accents & Dialects for Comedy,Unknown,Unknown,"11:00 AM, from $100.00, Buy Tickets",/uploads/files/event-images/accentsanddialectsforcomedy.png
Advanced Improv 1 Intensive,Unknown,08:00 PM,"08:00 PM, from $325.00, Buy Tickets",/uploads/files/event-images/improv1intensive-ADVclasses-Glow.png
Advanced Stand-Up - Tuesday,Unknown,06:00 PM,"06:00 PM, from $325.00, Buy Tickets",/uploads/standup-ADVclasses-Glow.png
Core Sketch Writing - Sunday,Unknown,02:00 PM,"02:00 PM, from $325.00, Buy Tickets",/uploads/files/event-images/sketchwriting-COREclasses-Glow.png
IMPROV Drop-In,Unknown,07:30 PM,"07:30 PM, from $25.00, Buy Tickets",/uploads/files/event-images/IMPROVdropin-Glow.png
Date Night Drop-In,Unknown,06:00 PM,"06:00 PM, from $50.00, Buy Tickets",/uploads/files/event-images/DATENIGHTdropin-Glow.png
Core Stand-Up - Tuesday,Unknown,06:00 PM,"06:00 PM, from $325.00, Buy Tickets",/uploads/files/event-images/standup-COREclasses-Glow.png
Advanced Stand-Up - Saturday,Unknown,12:30 PM,"12:30 PM, from $325.00, Buy Tickets",/uploads/files/event-images/standup-ADVclasses-Glow.png
Core Improv 3 - Thursday,Unknown,06:00 PM,"06:00 PM, from $325.00, Buy Tickets",/uploads/files/event-images/improv3-COREclasses-Glow.png
Improvise Like a Writer,Unknown,Unknown,"11:00 AM, from $100.00, Buy Tickets",/uploads/files/event-images/improviselikeawriterworkshop.png
Core Storytelling - Saturday,Unknown,12:30 PM,"12:30 PM, from $325.00, Buy Tickets",/uploads/files/event-images/storytelling-COREclasses-Glow.png
Advanced Improv 1 - Wednesday,Unknown,06:00 PM,"06:00 PM, from $325.00, Buy Tickets",/uploads/files/event-images/improv1-ADVclasses-Glow.png
Core Stand-Up - Saturday - Bloor,Unknown,12:30 PM,"12:30 PM, from $325.00, Buy Tickets",/uploads/files/event-images/standup-COREclasses-Glow.png
Core Stand-Up - Sunday,Unknown,12:30 PM,"12:30 PM, from $325.00, Buy Tickets",/uploads/files/event-images/standup-COREclasses-Glow.png
Pitch Perfect: Crafting a Compelling Pitch,Unknown,Unknown,"11:00 AM, from $200.00, Buy Tickets",/uploads/files/event-images/pitchperfectcrafting.png
Solo Sketch - Tuesday,Unknown,06:00 PM,"06:00 PM, from $325.00, Buy Tickets",/uploads/files/event-images/solosketch-ADVclasses-Glow.png
Core Acting for Improvisers - Monday,Unknown,03:30 PM,"03:30 PM, from $325.00, Buy Tickets",/uploads/files/event-images/actingforimprovisers-COREclasses-Glow.png
Core Improv 1 - Thursday,Unknown,06:00 PM,"06:00 PM, from $325.00, Buy Tickets",/uploads/files/event-images/improv1-COREclasses-Glow.png
ADV Stand-Up Bloor - MONDAYS,Unknown,05:30 PM,"05:30 PM, from $325.00, Buy Tickets",/uploads/files/event-images/standup-ADVclasses-Glow.png
Improv Auditions,Unknown,02:00 PM,"02:00 PM, from $100.00, Buy Tickets",/uploads/files/event-images/improvauditionsworkshop.png
Summer Comedy Camp - Age: 7 - 11,Unknown,Unknown,"09:00 AM, from $380.00, Buy Tickets",/uploads/files/CBPCS__HEADER_SUMMER-CAMPS%20(1).png
How to Write Spec & Freelance Scripts for Animation,Unknown,Unknown,"11:00 AM, from $100.00, Buy Tickets",/uploads/files/event-images/Copy%20of%20CB_LOGO_UNDERLINE_TORONTO_CANADA.png
Core Stand-Up - Monday,Unknown,06:00 PM,"06:00 PM, from $325.00, Buy Tickets",/uploads/files/event-images/standup-COREclasses-Glow.png
Core Public Speaking - Sunday,Unknown,02:00 PM,"02:00 PM, from $325.00, Buy Tickets",/uploads/files/event-images/publicspeaking-COREclasses-Glow.png
GENRE PROV,Unknown,06:00 PM,"06:00 PM, from $325.00, Buy Tickets",/uploads/files/event-images/GENRE-Glow.png
Core Improv 2 - Thursday,Unknown,06:00 PM,"06:00 PM, from $325.00, Buy Tickets",/uploads/files/event-images/improv2-COREclasses-Glow.png
Core Stand-Up - Saturday - Danforth,Unknown,12:30 PM,"12:30 PM, from $325.00, Buy Tickets",/uploads/files/event-images/standup-COREclasses-Glow.png
JOHNSTONE Narrative & Charm,Unknown,05:00 PM,"05:00 PM, from $275.00, Buy Tickets",/uploads/files/event-images/JOHNSTONE-Glow.png
Advanced Improv 2 Intensive,Unknown,08:00 PM,"08:00 PM, from $275.00, Buy Tickets",/uploads/files/event-images/improv2intensive-ADVclasses-Glow.png
Advanced Improv Drop-In,Unknown,08:00 PM,"08:00 PM, from $25.00, Buy Tickets",/uploads/files/event-images/ADVANCEDIMPROVdropin-Glow.png
STAND-UP DROP-IN,Unknown,06:00 PM,"06:00 PM, from $25.00, Buy Tickets",/uploads/files/event-images/STANDUPdropin-Glow.png
Core Sketch Writing - Wednesday,Unknown,05:30 PM,"05:30 PM, from $375.00, Buy Tickets",/uploads/files/event-images/sketchwriting-COREclasses-Glow.png
